epoch:1, loss:34.86802854153832, val_loss:33.241658598101104
epoch:2, loss:32.749341252112515, val_loss:33.39066769896435
epoch:3, loss:32.372893126851, val_loss:35.12765014605696
epoch:4, loss:32.43601324684538, val_loss:32.1796112113974
epoch:5, loss:32.3222726657963, val_loss:33.263553945290276
epoch:6, loss:32.208446446426926, val_loss:32.912632223604774
epoch:7, loss:32.08977886324567, val_loss:32.128511081556645
epoch:8, loss:32.09836855004259, val_loss:32.259410115517156
epoch:9, loss:32.05364023251568, val_loss:31.896186278313817
epoch:10, loss:31.939834349729356, val_loss:31.883372042359426
epoch:11, loss:32.03680207469975, val_loss:31.972183729754107
epoch:12, loss:31.895966805997364, val_loss:32.17457201768036
epoch:13, loss:31.813378843700097, val_loss:31.885534206358326
epoch:14, loss:31.682345950183812, val_loss:31.304777220183727
epoch:15, loss:31.45044876483369, val_loss:31.076876434625365
epoch:16, loss:30.891418893186774, val_loss:29.60760629477621
epoch:17, loss:29.896721267337238, val_loss:28.666895366850355
epoch:18, loss:29.250310557855716, val_loss:26.348478357331093
epoch:19, loss:27.08209474268997, val_loss:23.20706080588974
epoch:20, loss:23.683902741688378, val_loss:17.72017830760539
epoch:21, loss:19.6182232583624, val_loss:17.652380296830035
epoch:22, loss:17.399269286390716, val_loss:14.30130111469942
epoch:23, loss:15.896430701404913, val_loss:14.935962878689379
epoch:24, loss:14.966534762166244, val_loss:13.73362620805158
epoch:25, loss:14.200600847455384, val_loss:12.370674160014348
epoch:26, loss:13.338590029342342, val_loss:11.744489771311356
epoch:27, loss:12.743351544647265, val_loss:10.73368055546651
epoch:28, loss:12.288257179508276, val_loss:12.05294494468625
epoch:29, loss:12.13966830011931, val_loss:10.547800647778338
epoch:30, loss:11.698718705859367, val_loss:12.202696180477195
epoch:31, loss:11.440727287876845, val_loss:10.91867477085744
epoch:32, loss:11.318110391294393, val_loss:12.053159163445653
epoch:33, loss:11.005451617677968, val_loss:9.375329868466247
epoch:34, loss:10.75221934970356, val_loss:12.828320178665033
epoch:35, loss:10.53179633409456, val_loss:10.332347506568546
epoch:36, loss:10.537388624329813, val_loss:12.642423319883374
epoch:37, loss:10.363564812188068, val_loss:9.64465142632065
epoch:38, loss:10.218951463245642, val_loss:10.281609448398195
epoch:39, loss:9.926806641350918, val_loss:9.405896277654739
epoch:40, loss:9.838722142347487, val_loss:10.331324574660186
epoch:41, loss:9.834667297457651, val_loss:12.706330406231707
epoch:42, loss:9.662270275857612, val_loss:10.077751839528231
