,0
0,"[0.03594341193907894, 0.03606333229457959, 0.03904316053492948, 0.04373842214350589, 0.03300806947052479, 0.03549769741395721, 0.03607193229545373, 0.034532628664310325, 0.03447958902310347, 0.030053396307339428, 0.03123736795881996, 0.03037172603297222, 0.02332191629888257, 0.023132033990696074, 0.02467675735912053, 0.0221548053555307, 0.0165309995127609, 0.018931350841303356, 0.019467546244850382, 0.016896597709710477, 0.019965591363725253, 0.014643841863580746, 0.016990419612411642, 0.018119175434840144, 0.013117231450160034, 0.016760103114211233, 0.01640246253067744, 0.014627628150192322, 0.012868747493630508, 0.014361703620816115]"
